,user,#_messages,#_messages_as_percentage_of_total,mean,time_delta,programming_language
316,Abigail,12,1.5944360559391945e-06,1.0,29 days 11:12:47.156000,python
317,Abigal,3,3.9860901398479863e-07,0.25,0 days 00:02:39.561000,python
318,Abigale,19,2.5245237552370583e-06,1.5833333333333333,101 days 11:57:47.306000,python
319,Abigayle,14,1.860175398595727e-06,1.1666666666666667,114 days 02:00:21.549000,python
320,Abiha,3,3.9860901398479863e-07,0.25,0 days 00:33:21.520000,python
321,Abilene,3,3.9860901398479863e-07,0.25,0 days 00:02:22.319000,python
322,Abilio,30,3.9860901398479865e-06,2.5,2 days 11:52:02.152000,python
323,Abimael,27,3.587481125863188e-06,2.25,243 days 01:18:44.920000,python
324,Abir,1071,0.00014230341799257313,89.25,118 days 11:59:24.378000,python
325,Abisai,17,2.2587844125805255e-06,1.4166666666666667,353 days 14:23:05.123000,python
326,Abishai,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
327,Ablakat,38,5.0490475104741166e-06,3.1666666666666665,1 days 07:54:42.929000,python
328,Able,47,6.244874552428512e-06,3.9166666666666665,4 days 19:36:52.761000,python
329,Abner,68,9.035137650322102e-06,5.666666666666667,124 days 05:35:57.606000,python
330,Abou,17,2.2587844125805255e-06,1.4166666666666667,119 days 18:01:03.892000,python
331,Aboubacar,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:05.570000,python
332,Aboubakar,3,3.9860901398479863e-07,0.25,0 days 00:01:16.070000,python
333,Aboubaker,243,3.228733013276869e-05,20.25,30 days 00:33:09.912000,python
334,Aboubakr,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
335,Aboudou,74,9.8323556782917e-06,6.166666666666667,25 days 14:06:52.535000,python
336,Aboulaye,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
337,Abra,12,1.5944360559391945e-06,1.0,0 days 00:12:32.893000,python
338,Abraam,7,9.300876992978635e-07,0.5833333333333334,0 days 01:49:36.407000,python
339,Abraan,3,3.9860901398479863e-07,0.25,0 days 00:09:55.462000,python
340,Abraham,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
341,Abrahan,240,3.188872111878389e-05,20.0,81 days 23:13:30.231000,python
342,Abrahim,37,4.91617783914585e-06,3.0833333333333335,56 days 05:22:11.730000,python
343,Abrahm,14,1.860175398595727e-06,1.1666666666666667,53 days 02:55:49.933000,python
344,Abram,21,2.7902630978935906e-06,1.75,0 days 00:08:13.745000,python
345,Abran,101,1.3419836804154888e-05,8.416666666666666,260 days 00:31:52.279000,python
346,Abrar,56,7.440701594382908e-06,4.666666666666667,152 days 00:40:39.722000,python
347,Abraxas,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
348,Abree,27,3.587481125863188e-06,2.25,0 days 00:10:48.530000,python
349,Abri,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
350,Abria,7,9.300876992978635e-07,0.5833333333333334,17 days 05:54:34.143000,python
351,Abriana,18,2.3916540839087917e-06,1.5,0 days 08:28:17.560000,python
352,Abrianna,5,6.643483566413311e-07,0.4166666666666667,134 days 14:04:39.003000,python
353,Abriella,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:33.456000,python
354,Abrish,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
355,Absalom,51,6.776353237741577e-06,4.25,252 days 17:08:32.247000,python
356,Absalon,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
357,Abu,6,7.972180279695973e-07,0.5,6 days 11:25:50.066000,python
358,Abubacarr,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:43.642000,python
359,Abubakary,3,3.9860901398479863e-07,0.25,0 days 00:06:07.617000,python
360,Abubakir,6,7.972180279695973e-07,0.5,139 days 13:05:07.472000,python
361,Abukar,2,2.657393426565324e-07,0.16666666666666666,3 days 00:49:34.875000,python
362,Abulai,12,1.5944360559391945e-06,1.0,6 days 14:42:05.781000,python
363,Abundio,3,3.9860901398479863e-07,0.25,71 days 14:08:04.360000,python
364,Abuzar,42,5.580526195787181e-06,3.5,13 days 21:56:11.833000,python
365,Aby,6,7.972180279695973e-07,0.5,0 days 00:07:36.998000,python
366,Abygael,2,2.657393426565324e-07,0.16666666666666666,3 days 11:21:16.613000,python
367,Abygale,2,2.657393426565324e-07,0.16666666666666666,0 days 00:15:15.905000,python
368,Acai,2,2.657393426565324e-07,0.16666666666666666,32 days 04:25:09.006000,python
369,Acaimo,2,2.657393426565324e-07,0.16666666666666666,71 days 05:59:24.968000,python
370,Acaymo,164,2.179062609783566e-05,13.666666666666666,27 days 23:52:04.712000,python
371,Ace,5,6.643483566413311e-07,0.4166666666666667,0 days 03:31:23.848000,python
372,Acee,4,5.314786853130648e-07,0.3333333333333333,0 days 01:23:53.070000,python
373,Acelyn,3,3.9860901398479863e-07,0.25,112 days 14:24:45.591000,python
374,Acelynn,3,3.9860901398479863e-07,0.25,0 days 00:41:46.438000,python
375,Acer,10,1.3286967132826622e-06,0.8333333333333334,8 days 00:58:21.773000,python
376,Aceston,119,1.581149088806368e-05,9.916666666666666,41 days 09:58:31.630000,python
377,Acesyn,8,1.0629573706261297e-06,0.6666666666666666,0 days 00:04:31.971000,python
378,Aceton,153,2.032905971322473e-05,12.75,298 days 18:16:33.962000,python
379,Acey,6,7.972180279695973e-07,0.5,51 days 06:32:41.387000,python
380,Aceyon,2,2.657393426565324e-07,0.16666666666666666,59 days 15:55:23.550000,python
381,Acher,18,2.3916540839087917e-06,1.5,61 days 22:05:59.031000,python
382,Achille,3,3.9860901398479863e-07,0.25,19 days 21:58:55.127000,python
383,Achim,69,9.168007321650369e-06,5.75,25 days 17:19:52.866000,python
384,Achour,4,5.314786853130648e-07,0.3333333333333333,0 days 00:03:27.464000,python
385,Achsah,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
386,Aciel,15,1.9930450699239932e-06,1.25,70 days 09:46:54.118000,python
387,Acindino,599,7.958893312563146e-05,49.916666666666664,3 days 20:43:50.236000,python
388,Acisclo,157,2.0860538398537796e-05,13.083333333333334,27 days 20:22:19.455000,python
389,Ackley,3,3.9860901398479863e-07,0.25,0 days 00:02:32.415000,python
390,Acoidan,12,1.5944360559391945e-06,1.0,354 days 03:46:53.814000,python
391,Acre,68,9.035137650322102e-06,5.666666666666667,104 days 12:24:33.066000,python
392,Acyn,7,9.300876992978635e-07,0.5833333333333334,11 days 22:22:56.913000,python
393,Ada,3,3.9860901398479863e-07,0.25,147 days 09:49:54.331000,python
394,Adael,55,7.307831923054642e-06,4.583333333333333,38 days 22:02:50.674000,python
395,Adaeze,22,2.9231327692218568e-06,1.8333333333333333,1 days 22:39:15.031000,python
396,Adahy,43,5.713395867115447e-06,3.5833333333333335,47 days 13:00:03.669000,python
397,Adaia,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
398,Adair,20,2.6573934265653244e-06,1.6666666666666667,137 days 19:03:36.497000,python
399,Adaira,886,0.00011772252879684387,73.83333333333333,29 days 03:11:09.144000,python
400,Adaiya,60,7.972180279695973e-06,5.0,75 days 04:26:36.762000,python
401,Adajane,34,4.517568825161051e-06,2.8333333333333335,0 days 01:15:00.839000,python
402,Adal,53,7.042092580398109e-06,4.416666666666667,73 days 18:23:30.433000,python
403,Adalae,3,3.9860901398479863e-07,0.25,117 days 02:45:02.296000,python
404,Adalaide,52,6.909222909069843e-06,4.333333333333333,222 days 03:32:06.450000,python
405,Adalaya,26,3.4546114545349214e-06,2.1666666666666665,7 days 10:37:47.124000,python
406,Adalayah,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
407,Adalberto,22,2.9231327692218568e-06,1.8333333333333333,145 days 00:28:08.863000,python
408,Adalee,9,1.1958270419543959e-06,0.75,18 days 10:55:26.225000,python
409,Adaleena,179,2.3783671167759654e-05,14.916666666666666,221 days 00:49:28.251000,python
410,Adaleia,163,2.1657756426507392e-05,13.583333333333334,28 days 01:14:06.606000,python
411,Adaleigh,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
412,Adalene,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
413,Adaley,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
414,Adaleyza,4,5.314786853130648e-07,0.3333333333333333,0 days 01:23:32.395000,python
415,Adali,3,3.9860901398479863e-07,0.25,0 days 00:00:19.017000,python
416,Adalia,76,1.0098095020948233e-05,6.333333333333333,200 days 12:32:45.858000,python
417,Adaliah,10,1.3286967132826622e-06,0.8333333333333334,129 days 15:23:06.145000,python
418,Adalid,155,2.0594799055881263e-05,12.916666666666666,28 days 08:19:33.044000,python
419,Adalie,39,5.181917181802382e-06,3.25,188 days 12:21:14.796000,python
420,Adaliene,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:52.650000,python
421,Adalina,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:17.810000,python
422,Adalind,4,5.314786853130648e-07,0.3333333333333333,0 days 00:01:51.134000,python
423,Adaline,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
424,Adalinn,2,2.657393426565324e-07,0.16666666666666666,0 days 00:01:08.571000,python
425,Adallyn,862,0.00011453365668496548,71.83333333333333,310 days 23:08:03.897000,python
426,Adaly,3,3.9860901398479863e-07,0.25,0 days 00:01:36.059000,python
427,Adalyn,51,6.776353237741577e-06,4.25,1 days 04:06:08.149000,python
428,Adalyna,3,3.9860901398479863e-07,0.25,202 days 03:20:45.680000,python
429,Adalynd,4,5.314786853130648e-07,0.3333333333333333,1 days 05:51:17.104000,python
430,Adalyne,2,2.657393426565324e-07,0.16666666666666666,0 days 00:02:24.010000,python
431,Adam,189,2.5112367881042316e-05,15.75,85 days 09:50:47.268000,python
432,Adamae,2,2.657393426565324e-07,0.16666666666666666,0 days 00:01:50.515000,python
433,Adamari,57,7.573571265711174e-06,4.75,0 days 02:10:03.705000,python
434,Adamarie,2,2.657393426565324e-07,0.16666666666666666,0 days 00:01:26.273000,python
435,Adamaris,93,1.2356879433528758e-05,7.75,113 days 16:37:47.014000,python
436,Adamary,7,9.300876992978635e-07,0.5833333333333334,28 days 12:28:10.070000,python
437,Adamo,101,1.3419836804154888e-05,8.416666666666666,25 days 13:57:29.873000,python
438,Adams,29,3.85322046851972e-06,2.4166666666666665,140 days 19:16:40.300000,python
439,Adan,11,1.4615663846109284e-06,0.9166666666666666,38 days 02:32:59.954000,python
440,Adana,2,2.657393426565324e-07,0.16666666666666666,0 days 02:50:25.946000,python
441,Adanis,14,1.860175398595727e-06,1.1666666666666667,1 days 02:09:35.092000,python
442,Adao,102,1.3552706475483154e-05,8.5,248 days 21:22:42.139000,python
443,Adaora,21,2.7902630978935906e-06,1.75,86 days 22:55:37.710000,python
444,Adara,14,1.860175398595727e-06,1.1666666666666667,178 days 12:45:08.375000,python
445,Adargoma,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
446,Adasat,4,5.314786853130648e-07,0.3333333333333333,0 days 00:12:32.953000,python
447,Adassa,9,1.1958270419543959e-06,0.75,0 days 21:19:47.212000,python
448,Adassah,9,1.1958270419543959e-06,0.75,0 days 03:34:40.114000,python
449,Aday,11,1.4615663846109284e-06,0.9166666666666666,2 days 08:13:22.114000,python
450,Adaya,134,1.7804535957987675e-05,11.166666666666666,28 days 05:15:08.064000,python
451,Adayla,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
452,Adda,6,7.972180279695973e-07,0.5,114 days 23:51:44.837000,python
453,Addai,38,5.0490475104741166e-06,3.1666666666666665,3 days 06:57:34.788000,python
454,Addalin,49,6.510613895085045e-06,4.083333333333333,0 days 17:16:34.329000,python
455,Addalyne,3,3.9860901398479863e-07,0.25,0 days 00:00:40.574000,python
456,Addalynn,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
457,Addalynne,6,7.972180279695973e-07,0.5,181 days 19:57:41.706000,python
458,Addelyn,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:05.876000,python
459,Addelynn,3,3.9860901398479863e-07,0.25,132 days 07:54:46.543000,python
460,Addi,31,4.118959811176253e-06,2.5833333333333335,2 days 11:59:15.695000,python
461,Addicus,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
462,Addiel,12,1.5944360559391945e-06,1.0,0 days 00:08:29.635000,python
463,Addilee,6,7.972180279695973e-07,0.5,0 days 00:07:55.396000,python
464,Addileigh,28,3.720350797191454e-06,2.3333333333333335,34 days 11:07:26.708000,python
465,Addiline,4,5.314786853130648e-07,0.3333333333333333,0 days 00:27:17.893000,python
466,Addilyne,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
467,Addisen,110,1.4615663846109283e-05,9.166666666666666,13 days 00:26:55.576000,python
468,Addison,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:20.853000,python
469,Addisyn,4,5.314786853130648e-07,0.3333333333333333,146 days 09:25:12.490000,python
470,Addisynn,16,2.1259147412522594e-06,1.3333333333333333,23 days 03:12:26.573000,python
471,Addlee,42,5.580526195787181e-06,3.5,26 days 19:03:22.608000,python
472,Addonis,84,1.1161052391574362e-05,7.0,4 days 04:00:01.774000,python
473,Addy,202,2.6839673608309775e-05,16.833333333333332,286 days 14:10:47.200000,python
474,Addylin,14,1.860175398595727e-06,1.1666666666666667,231 days 06:15:57.444000,python
475,Addyson,24,3.188872111878389e-06,2.0,86 days 13:46:49.676000,python
476,Adea,9,1.1958270419543959e-06,0.75,0 days 00:09:56.984000,python
477,Adedeji,41,5.447656524458915e-06,3.4166666666666665,177 days 19:29:21.662000,python
478,Adeel,60,7.972180279695973e-06,5.0,87 days 04:36:00.018000,python
479,Adeena,182,2.418228018174445e-05,15.166666666666666,76 days 23:06:10.203000,python
480,Adela,96,1.2755488447513556e-05,8.0,288 days 20:50:39.331000,python
481,Adelae,8,1.0629573706261297e-06,0.6666666666666666,8 days 11:35:12.893000,python
482,Adelai,9,1.1958270419543959e-06,0.75,323 days 18:01:12.779000,python
483,Adelaide,19,2.5245237552370583e-06,1.5833333333333333,127 days 16:24:31.681000,python
484,Adelaido,18,2.3916540839087917e-06,1.5,329 days 10:08:23.308000,python
485,Adelaine,33,4.384699153832785e-06,2.75,1 days 09:18:05.673000,python
486,Adelani,61,8.10504995102424e-06,5.083333333333333,8 days 16:38:32.559000,python
487,Adelardo,135,1.7937405629315938e-05,11.25,19 days 14:58:53.351000,python
488,Adelay,5,6.643483566413311e-07,0.4166666666666667,0 days 00:02:10.627000,python
489,Adele,63,8.370789293680771e-06,5.25,7 days 03:52:28.806000,python
490,Adelee,5,6.643483566413311e-07,0.4166666666666667,94 days 01:23:20.872000,python
491,Adeleine,8,1.0629573706261297e-06,0.6666666666666666,13 days 04:09:13.908000,python
492,Adelene,62,8.237919622352506e-06,5.166666666666667,50 days 19:54:21.203000,python
493,Adelheid,14,1.860175398595727e-06,1.1666666666666667,247 days 10:08:37.617000,python
494,Adeli,19,2.5245237552370583e-06,1.5833333333333333,8 days 22:58:13.761000,python
495,Adelie,9,1.1958270419543959e-06,0.75,155 days 04:49:02.090000,python
496,Adelin,4,5.314786853130648e-07,0.3333333333333333,76 days 15:44:28.997000,python
497,Adelina,12,1.5944360559391945e-06,1.0,0 days 00:29:40.827000,python
498,Adelind,924,0.00012277157630731798,77.0,30 days 02:17:07.640000,python
499,Adeline,18,2.3916540839087917e-06,1.5,25 days 13:40:11.433000,python
500,Adelio,18,2.3916540839087917e-06,1.5,59 days 13:25:07.359000,python
501,Adelis,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
502,Adelise,105,1.3951315489467952e-05,8.75,102 days 19:39:27.071000,python
503,Adelita,439,5.832978571310887e-05,36.583333333333336,164 days 15:38:55.731000,python
504,Adell,8,1.0629573706261297e-06,0.6666666666666666,0 days 00:03:20.117000,python
505,Adelle,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:52.981000,python
506,Adellyn,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
507,Adelmo,40,5.314786853130649e-06,3.3333333333333335,84 days 13:58:48.997000,python
508,Adelo,48,6.377744223756778e-06,4.0,13 days 21:48:24.636000,python
509,Adelto,3,3.9860901398479863e-07,0.25,1 days 16:56:47.066000,python
510,Adelyna,164,2.179062609783566e-05,13.666666666666666,74 days 09:19:21.730000,python
511,Adelyne,37,4.91617783914585e-06,3.0833333333333335,4 days 22:31:23.624000,python
512,Adelynne,3,3.9860901398479863e-07,0.25,27 days 03:20:40.380000,python
513,Adem,4,5.314786853130648e-07,0.3333333333333333,0 days 19:53:27.510000,python
514,Ademar,53,7.042092580398109e-06,4.416666666666667,173 days 10:16:17.956000,python
515,Ademide,5,6.643483566413311e-07,0.4166666666666667,0 days 00:05:11.885000,python
516,Ademir,42,5.580526195787181e-06,3.5,90 days 12:04:12.877000,python
517,Ademola,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
518,Aden,5,6.643483566413311e-07,0.4166666666666667,10 days 05:50:30.240000,python
519,Adeodato,2,2.657393426565324e-07,0.16666666666666666,0 days 00:31:48.355000,python
520,Adeola,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
521,Adeoluwa,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
522,Aderito,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:04.121000,python
523,Adesewa,56,7.440701594382908e-06,4.666666666666667,22 days 14:01:19.056000,python
524,Adesola,6,7.972180279695973e-07,0.5,110 days 09:15:29.350000,python
525,Adessa,13,1.7273057272674607e-06,1.0833333333333333,50 days 12:50:22.361000,python
526,Adewale,24,3.188872111878389e-06,2.0,0 days 00:15:38.119000,python
527,Adexe,50,6.6434835664133105e-06,4.166666666666667,75 days 17:59:06.721000,python
528,Adey,2,2.657393426565324e-07,0.16666666666666666,0 days 00:02:33.417000,python
529,Adeya,7,9.300876992978635e-07,0.5833333333333334,107 days 08:23:11.490000,python
530,Adham,198,2.6308194922996712e-05,16.5,331 days 05:53:04.416000,python
531,Adhara,11,1.4615663846109284e-06,0.9166666666666666,1 days 03:20:20.772000,python
532,Adhemar,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
533,Adhira,89,1.1825400748215694e-05,7.416666666666667,199 days 18:55:04.190000,python
534,Adhiran,22,2.9231327692218568e-06,1.8333333333333333,0 days 00:15:33.014000,python
535,Adhiyan,19,2.5245237552370583e-06,1.5833333333333333,0 days 00:16:53.639000,python
536,Adhrit,2,2.657393426565324e-07,0.16666666666666666,0 days 09:09:38.767000,python
537,Adhrith,515,6.84278807340571e-05,42.916666666666664,29 days 09:31:16.140000,python
538,Adhvaith,11,1.4615663846109284e-06,0.9166666666666666,125 days 04:15:57.792000,python
539,Adhvay,3,3.9860901398479863e-07,0.25,0 days 00:00:50.205000,python
540,Adhya,159,2.112627774119433e-05,13.25,146 days 06:07:04.428000,python
541,Adi,294,3.906368337051027e-05,24.5,222 days 03:46:13.612000,python
542,Adia,19,2.5245237552370583e-06,1.5833333333333333,11 days 06:15:02.194000,python
543,Adiana,11,1.4615663846109284e-06,0.9166666666666666,0 days 00:19:26.033000,python
544,Adianna,99,1.3154097461498356e-05,8.25,106 days 02:20:02.861000,python
545,Adib,8,1.0629573706261297e-06,0.6666666666666666,20 days 18:33:13.224000,python
546,Adiel,10,1.3286967132826622e-06,0.8333333333333334,65 days 20:48:21.848000,python
547,Adien,62,8.237919622352506e-06,5.166666666666667,53 days 16:08:33.264000,python
548,Adil,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:42.739000,python
549,Adilen,17,2.2587844125805255e-06,1.4166666666666667,276 days 01:58:38.332000,python
550,Adilenne,8,1.0629573706261297e-06,0.6666666666666666,161 days 23:22:53.631000,python
